"","species","genus","family","order","class","phylum","NSDM.group","CH3Div.group","NSDM.scheme","CH3Div.scheme","Dispersal_km"
"5925","Ranunculus bulbosus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5926","Ranunculus bulbosus subsp. bulbosus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.141815
"5927","Ranunculus carinthiacus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5928","Ranunculus circinatus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.003
"5929","Ranunculus ficaria","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.001775
"5930","Ranunculus ficaria subsp. fertilis","Ficaria","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.02441
"5931","Ranunculus ficaria subsp. ficaria","Ficaria","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00416
"5932","Ranunculus flammula","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5933","Ranunculus fluitans","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.053155
"5934","Ranunculus glacialis","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5935","Ranunculus kuepferi","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5936","Ranunculus lanuginosus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5937","Ranunculus lingua","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.003
"5938","Ranunculus montanus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5939","Ranunculus parnassiifolius","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5940","Ranunculus platanifolius","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5941","Ranunculus polyanthemophyllus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.09886
"5942","Ranunculus repens","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5943","Ranunculus reptans","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.95
"5944","Ranunculus sardous","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5945","Ranunculus sceleratus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5946","Ranunculus serpens","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.02391
"5947","Ranunculus thora","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5948","Ranunculus trichophyllus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.95
"5949","Ranunculus trichophyllus subsp. eradicatus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","aquatic",0.17391
"5950","Ranunculus trichophyllus subsp. trichophyllus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","aquatic","aquatic",0.143655
"5951","Ranunculus tuberosus","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00251
"5952","Ranunculus villarsii","Ranunculus","Ranunculaceae","Ranunculales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5953","Raphanus raphanistrum","Raphanus","Brassicaceae","Brassicales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5954","Rapistrum rugosum","Rapistrum","Brassicaceae","Brassicales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5961","Reseda lutea","Reseda","Resedaceae","Brassicales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5962","Reseda luteola","Reseda","Resedaceae","Brassicales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"5966","Reynoutria japonica","Reynoutria","Polygonaceae","Caryophyllales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5967","Reynoutria sachalinensis","Reynoutria","Polygonaceae","Caryophyllales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5968","Reynoutria x bohemica","Reynoutria","Polygonaceae","Caryophyllales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5983","Rhamnus alpina","Rhamnus","Rhamnaceae","Rosales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5984","Rhamnus cathartica","Rhamnus","Rhamnaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5985","Rhamnus pumila","Rhamnus","Rhamnaceae","Rosales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5986","Rhamnus saxatilis","Rhamnus","Rhamnaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"5987","Rhinanthus alectorolophus","Rhinanthus","Orobanchaceae","Lamiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5988","Rhinanthus angustifolius","Rhinanthus","Orobanchaceae","Lamiales","Angiospermae","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"5989","Rhinanthus glacialis","Rhinanthus","Orobanchaceae","Lamiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"5990","Rhinanthus minor","Rhinanthus","Orobanchaceae","Lamiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"6013","Rhodiola rosea","Rhodiola","Crassulaceae","Saxifragales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"6022","Rhododendron ferrugineum","Rhododendron","Ericaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",2.75
"6023","Rhododendron hirsutum","Rhododendron","Ericaceae","Ericales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.35495
"6026","Rhus typhina","Rhus","Anacardiaceae","Sapindales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.003
"6038","Rhynchospora alba","Rhynchospora","Cyperaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6052","Ribes alpinum","Ribes","Grossulariaceae","Saxifragales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6053","Ribes aureum","Ribes","Grossulariaceae","Saxifragales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6054","Ribes nigrum","Ribes","Grossulariaceae","Saxifragales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6055","Ribes petraeum","Ribes","Grossulariaceae","Saxifragales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6056","Ribes rubrum","Ribes","Grossulariaceae","Saxifragales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6074","Robinia pseudoacacia","Robinia","Fabaceae","Fabales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.095
"6076","Rorippa amphibia","Rorippa","Brassicaceae","Brassicales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6077","Rorippa islandica","Rorippa","Brassicaceae","Brassicales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6078","Rorippa palustris","Rorippa","Brassicaceae","Brassicales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6079","Rorippa stylosa","Rorippa","Brassicaceae","Brassicales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.305155
"6080","Rorippa sylvestris","Rorippa","Brassicaceae","Brassicales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6081","Rorippa x anceps","Rorippa","Brassicaceae","Brassicales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6082","Rosa abietina","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6083","Rosa agrestis","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6084","Rosa arvensis","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6085","Rosa caesia","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6086","Rosa canina","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6087","Rosa chavinii","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.8787
"6088","Rosa corymbifera","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6089","Rosa dumalis","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6090","Rosa elliptica","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.8878
"6091","Rosa gallica","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6092","Rosa glauca","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6093","Rosa majalis","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6094","Rosa micrantha","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6095","Rosa montana","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6096","Rosa multiflora","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6097","Rosa pendulina","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6098","Rosa pseudoscabriuscula","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6099","Rosa rugosa","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6100","Rosa sherardii","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6101","Rosa spinosissima","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6102","Rosa stylosa","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6103","Rosa subcanina","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6104","Rosa subcollina","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6105","Rosa tomentella","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.8805
"6106","Rosa tomentosa","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6107","Rosa villosa","Rosa","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6109","Rosmarinus officinalis","Salvia","Lamiaceae","Lamiales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.0085
"6110","Rostraria cristata","Rostraria","Poaceae","Poales","Liliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.00055
"6112","Rubia tinctorum","Rubia","Rubiaceae","Gentianales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.399
"6113","Rubus armeniacus","Rubus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6114","Rubus bifrons","Rubus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6115","Rubus caesius","Rubus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6116","Rubus canescens","Rubus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6117","Rubus hirtus","Rubus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6118","Rubus idaeus","Rubus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6119","Rubus laciniatus","Rubus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6120","Rubus phoenicolasius","Rubus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6121","Rubus saxatilis","Rubus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
"6122","Rubus ulmifolius","Rubus","Rosaceae","Rosales","Magnoliopsida","Tracheophyta","Vascular plants","vascular_plants","terrestrial","terrestrial",0.95
